time,direction,entry,sl,lot,pnl_bruto,costo,pnl_neto,tps_hit,sl_hit,result,capital
2026-02-02 03:09:00+00:00,LONG,80.13403,78.87706,1.74,6282.75,12.18,6270.57,3,True,WIN,115649.71
2026-02-02 05:15:00+00:00,LONG,78.87807,78.07014,2.86,3851.13,20.02,3831.11,2,True,WIN,119480.82
2026-02-03 01:00:00+00:00,LONG,78.58854,78.22908,6.65,6866.73,46.55,6820.18,3,False,WIN,126301.0
2026-02-04 01:00:00+00:00,LONG,84.53533,84.32465,11.99,7256.1,83.93,7172.17,3,True,WIN,133473.17
2026-02-05 10:54:00+00:00,LONG,79.159,78.84499,8.5,1779.36,59.5,1719.86,1,True,BREAKEVEN,135193.02
2026-02-09 09:39:00+00:00,LONG,80.71598,80.48296,11.6,-2703.03,81.2,-2784.23,0,True,LOSS,132408.79
2026-02-10 02:39:00+00:00,LONG,81.5577,81.36039,13.42,-2647.81,93.94,-2741.75,0,True,LOSS,129667.05
2026-02-10 05:57:00+00:00,LONG,80.97525,80.7535,11.69,1728.18,81.83,1646.35,1,True,BREAKEVEN,131313.4
2026-02-12 03:15:00+00:00,LONG,81.66727,81.47054,13.35,7544.44,93.45,7450.99,3,False,WIN,138764.39
2026-02-13 01:00:00+00:00,SHORT,75.56698,75.77096,13.61,6573.09,95.27,6477.82,3,True,WIN,145242.2
2026-02-13 11:30:00+00:00,LONG,78.3282,78.1584,17.11,1936.84,119.77,1817.07,1,True,BREAKEVEN,147059.27
2026-02-13 12:48:00+00:00,LONG,77.9344,77.8028,22.35,-2941.24,156.45,-3097.69,0,True,LOSS,143961.58
2026-02-16 01:00:00+00:00,SHORT,77.66836,77.88972,13.01,6932.88,91.07,6841.81,3,False,WIN,150803.4
2026-02-16 02:48:00+00:00,SHORT,76.78698,77.00796,13.65,-3016.36,95.55,-3111.91,0,True,LOSS,147691.48
2026-02-17 11:48:00+00:00,LONG,74.09945,73.9329,17.74,8487.48,124.18,8363.3,3,True,WIN,156054.78
2026-02-19 01:00:00+00:00,SHORT,77.43164,77.54527,27.47,1577.46,192.29,1385.17,1,True,BREAKEVEN,157439.95
2026-02-24 03:00:00+00:00,LONG,87.20455,87.0231,17.35,2098.77,121.45,1977.32,1,True,BREAKEVEN,159417.27
2026-02-25 12:24:00+00:00,LONG,90.39214,90.28728,30.41,5314.6,212.87,5101.73,2,True,WIN,164519.0
2026-02-26 10:33:00+00:00,LONG,86.43564,86.06128,8.79,9452.65,61.53,9391.12,3,True,WIN,173910.12
2026-02-26 12:45:00+00:00,LONG,87.01208,86.88315,26.98,-3478.4,188.86,-3667.26,0,True,LOSS,170242.86
2026-03-03 01:00:00+00:00,SHORT,90.29569,90.51437,15.57,8177.48,108.99,8068.49,3,True,WIN,178311.35
2026-03-03 07:15:00+00:00,LONG,89.363,89.206,22.71,10242.3,158.97,10083.33,3,True,WIN,188394.68
2026-03-04 01:00:00+00:00,LONG,81.78814,81.63229,24.18,10825.68,169.26,10656.42,3,False,WIN,199051.1
2026-03-04 03:33:00+00:00,LONG,82.38653,82.11207,14.5,11432.29,101.5,11330.79,3,False,WIN,210381.89
2026-03-06 01:03:00+00:00,SHORT,82.90369,83.12237,19.24,10104.99,134.68,9970.31,3,True,WIN,220352.2
2026-03-06 07:51:00+00:00,LONG,83.45855,83.2941,26.8,12660.37,187.6,12472.77,3,True,WIN,232824.98
2026-03-09 01:00:00+00:00,SHORT,84.59714,84.78928,24.23,10877.88,169.61,10708.27,3,True,WIN,243533.25
2026-03-10 01:00:00+00:00,SHORT,87.13082,87.31265,26.79,6644.99,187.53,6457.46,2,True,WIN,249990.71
2026-03-10 08:30:00+00:00,SHORT,88.90655,89.07711,29.32,-5000.67,205.24,-5205.91,0,True,LOSS,244784.8
2026-03-10 10:21:00+00:00,LONG,88.43646,88.30791,38.08,14061.14,266.56,13794.58,3,True,WIN,258579.38
2026-03-11 01:00:00+00:00,SHORT,88.73668,88.90036,31.6,11603.25,221.2,11382.05,3,True,WIN,269961.42
2026-03-12 01:09:00+00:00,LONG,85.43866,85.34831,59.76,3599.27,418.32,3180.95,1,True,BREAKEVEN,273142.37
2026-03-12 03:06:00+00:00,LONG,84.13612,83.95525,30.2,15691.54,211.4,15480.14,3,False,WIN,288622.51
2026-03-12 05:51:00+00:00,LONG,84.40454,84.18508,26.3,3847.85,184.1,3663.75,1,True,BREAKEVEN,292286.25
2026-03-13 08:30:00+00:00,LONG,84.17163,84.10727,90.83,-5846.45,635.81,-6482.26,0,True,LOSS,285803.99
2026-03-13 12:51:00+00:00,SHORT,83.04703,83.21605,33.82,3190.96,236.74,2954.22,1,True,BREAKEVEN,288758.21
2026-03-16 01:00:00+00:00,LONG,79.84456,79.71812,45.68,16591.77,319.76,16272.01,3,True,WIN,305030.22
2026-03-17 01:00:00+00:00,SHORT,81.11689,81.23779,50.46,12326.87,353.22,11973.65,3,True,WIN,317003.87
2026-03-17 04:03:00+00:00,LONG,80.06993,79.92286,43.11,18212.83,301.77,17911.06,3,True,WIN,334914.93
2026-03-17 08:30:00+00:00,LONG,81.94705,81.8441,65.06,-6697.86,455.42,-7153.28,0,True,LOSS,327761.65
2026-03-18 01:00:00+00:00,SHORT,79.36803,79.46906,64.88,12147.4,454.16,11693.24,3,True,WIN,339454.88
2026-03-18 04:00:00+00:00,LONG,79.13206,79.01613,58.56,19502.86,409.92,19092.94,3,True,WIN,358547.82
2026-03-19 11:33:00+00:00,LONG,70.72108,70.43917,25.44,-7171.94,178.08,-7350.02,0,True,LOSS,351197.8
2026-03-20 01:03:00+00:00,SHORT,73.81113,74.07127,27.0,17395.24,189.0,17206.24,3,True,WIN,368404.04
2026-03-20 04:00:00+00:00,LONG,72.3503,72.1996,48.89,21164.38,342.23,20822.15,3,True,WIN,389226.19
2026-03-20 07:42:00+00:00,LONG,73.74929,73.66257,89.77,5189.54,628.39,4561.15,1,True,BREAKEVEN,393787.34
2026-03-20 08:48:00+00:00,LONG,72.56651,72.33502,34.02,5250.24,238.14,5012.1,1,True,BREAKEVEN,398799.44
2026-03-25 12:24:00+00:00,LONG,72.53859,72.37319,48.22,5317.25,337.54,4979.71,1,True,BREAKEVEN,403779.15
2026-03-27 03:12:00+00:00,SHORT,69.03658,69.19816,49.98,18050.58,349.86,17700.72,3,True,WIN,421479.87
2026-03-31 10:18:00+00:00,LONG,71.68552,71.56405,69.4,24217.27,485.8,23731.47,3,False,WIN,445211.34
2026-04-01 01:00:00+00:00,LONG,75.00382,74.93965,100.0,18435.2,700.0,17735.2,3,True,WIN,462946.54
2026-04-06 01:09:00+00:00,LONG,71.40922,71.14144,34.58,26600.0,242.06,26357.94,3,False,WIN,489304.47
2026-04-06 02:30:00+00:00,LONG,71.60693,71.49386,86.55,6524.25,605.85,5918.4,1,True,BREAKEVEN,495222.88
2026-04-07 01:00:00+00:00,LONG,72.74764,72.68729,100.0,17337.87,700.0,16637.87,3,True,WIN,511860.75
2026-04-07 10:30:00+00:00,LONG,71.93058,71.82916,100.0,29134.2,700.0,28434.2,3,True,WIN,540294.95
2026-04-08 11:00:00+00:00,LONG,76.99026,76.94652,100.0,-4373.9,700.0,-5073.9,0,True,LOSS,535221.05
2026-04-09 01:00:00+00:00,LONG,73.99355,73.88009,94.35,17840.64,660.45,17180.19,2,True,WIN,552401.24
2026-04-10 01:00:00+00:00,SHORT,75.81089,75.96579,71.32,24388.06,499.24,23888.82,3,True,WIN,576290.06
2026-04-10 07:42:00+00:00,LONG,75.83534,75.80268,100.0,5443.5,700.0,4743.5,2,True,WIN,581033.56
2026-04-10 12:18:00+00:00,SHORT,75.49183,75.65665,70.51,6455.19,493.57,5961.62,1,True,BREAKEVEN,586995.18
2026-04-14 01:00:00+00:00,LONG,75.43933,75.40266,100.0,10534.4,700.0,9834.4,3,True,WIN,596829.58
2026-04-15 01:00:00+00:00,LONG,79.5342,79.50441,100.0,8559.2,700.0,7859.2,3,True,WIN,604688.78
2026-04-15 02:39:00+00:00,SHORT,79.67002,79.78404,100.0,22453.8,700.0,21753.8,3,True,WIN,626442.58
2026-04-15 04:00:00+00:00,SHORT,79.75464,79.88527,95.91,15607.11,671.37,14935.74,2,True,WIN,641378.33
2026-04-16 01:00:00+00:00,LONG,78.82659,78.72918,100.0,27982.0,700.0,27282.0,3,False,WIN,668660.33
2026-04-16 04:00:00+00:00,SHORT,80.38992,80.59085,66.56,7695.4,465.92,7229.48,1,True,BREAKEVEN,675889.81
